review,name,location,stars
"
I've been coming to this location A LOT only because it's right by my dorm and it's open till 10 and sometimes I just need to eat something at 9, when everything else is closed...
As I'm waiting to order, I'm looking at the menu minding my own business. But me, being Mexican and all, overhears the kitchen people talking in Spanish. And I see this Hispanic lady leave the kitchen and go into the public bathroom which is by the soda machines. And she opens the door and it turns out that someone was inside (it's a one person bathroom), so she closes the door and says ""pendeja!"" To those of you who are non-Spanish speakers, that means ""dumbass!"" The person inside the bathroom was a customer.
Now, the person inside was at fault for not locking the door; however, that can happen to ANYONE. Sometimes people forget and it SUCKS when that happens. But, there was this white guy in line behind me, and with a white accent he asks the Hispanic lady ""Hay un problema?"" [EYE OON PRO-BLEH-MAH?] (Is there a problem?) That's right. The white guy understood the word ""pendeja."" And it turns out that the lady inside the bathroom is his waifu-chan (wife). She responds to the white guy saying ""Oh no, she jus' forgot tu lock da door"" and ran upstairs (the dining area is upstairs and I'm assuming she used the other bathroom up there). The lady comes out of the bathroom and it turns out she's Asian. Why does this matter? Oh you'll find out :P   Now, if you want to have this as your private conversation that's totally fine. But don't talk out loud like that. You never know when there's other people who are going to understand you. Or if there'll be another beaner there that understands the whole situation and ends up posting it on your Yelp. Seriously. But aside to watching out for Mexicans, there's LOTS of people that actually understand Spanish. Especially here in California. Kids these days learn it in high school. And in the workplace, you still have to maintain some amount of professionalism... even if you work at a Taco Bell/KFC place.... You definitely do not openly insult customers like that and you definitely don't openly laugh about it with your friends. That is very rude and highly disrespectful.
I probably won't be returning to this location anymore since I'm graduating, so I can live on without fear that they'll possibly spit in my food when they read this. Haha.
I'm giving this place 1-star because I thought that was very disrespectful and people need to be made aware that this type of behavior DOES happen inside this location.

So I order my food. And the guy that attended me (don't know his name) is REALLY NICE and he has great service skills. But when I'm done ordering, the Hispanic lady comes back down and she talks with her other Hispanic coworkers and says ""se estaba cagando la china!"" (The Chinese/Asian lady was taking a shit.) And like... I'm at the soda machine now and she's trying to get some soda too from inside the counter type of thing... and now, she probably thought I was white because she was just talking with her friends rudely about the Asian lady as if it doesn't matter that she'll be heard. And so, I tell her in Spanish twice ""Ten cuidado, te van entender"" (be careful because they're gonna understand you). And she kinda seemed shocked because she didn't reply and she walked further away to a corner but kept talking.
","Cristian R.
","San Francisco, CA",1
"
When you go up to the dining area the tables aren't fully cleaned when you walk on the floor your feet make this sticking sound. Clean the restaurant please
",Shahzaib M.,"
San Francisco, CA",3
"
They are friendly but very absent minded and will forget multiple aspects of your order. Outside looks good, they will take your order professionally. But when it comes to actually filling your order they just forget and not just small things but multiple large platters. CHECK YOUR ORDER before you leave!!!!!!!
",Preet S.,"
Fremont, CA",1
"
YES! I'm FUCKING GOING THERE. Sure, try to tell me that this completely throws my credibility out the window, but KFC's my jam. Who doesn't deep down like themselves some oh-ree-hen-ELL recipe chicken, with their bomb cole slaw, and those biscuits that still blow away the biscuits at some of those hoity toity soul food for rich folks places that are so hip these days? Yeah, they totally do brown gravy made from one of those powder packets at the grocery store, but, that's one of the reasons why I don't give them a full 5 stars (other reason I will allude to later).
Y'all complaining about soggily breaded chicken? Well, you're doing it all wrong, then. You have to eat the chicken THERE, at the KFC, and bask in the magic of their chicken at its full crispy potential. No fried chicken's going to be able to maintain its crispiness after sitting in a bucket where all of the steam from the chicken clings to your chicken bucket lid and then falls back onto the chicken (try it with Front Porch chicken...just try....it will come out just as soggy skinned). You eat it fresh, it's everything you want in a fried chicken: crispy, salty, and (YES, their catchphrase) FINGER LICKIN' GOOD! Sure, the KFC restaurant itself meets the cleanliness standards of a Central Valley gas station off the I-5 bathroom floor (the other thing that bring them down a star), but sometimes for the yum, you have to make some sacrifices.
IN SUMMARY:
Place may be filthy
Gravy may suck ass, but still
THEY DO CHICK'N RIGHT!
",Bill J.,"
San Francisco, CA",4
"
This location is convenient because the bus stop for the 38 and 38L is right outside.
I noticed the hours of operation on the door here and at a few other joint KFC/Taco Bell locations. These locations open until 10 pm or 11 pm which is a good thing for consumers. If you are craving for something to eat at 8 pm or 9 pm, this is the spot to turn to. I simply praise this and a few other restaurants partly because there aren't a lot of eateries open past 10 pm.
Reasons for rating:
- friendly staff team (+1)
- upstairs seating available (+2)
- small parking lot in the rear (+2)
",Bennett W.,"
San Francisco, CA",5
"Friendly staff members and the service is prompt. This is definitely a nice spot to visit when in need of something to munch on. Hungry while waiting for the 44? This KFC/Taco Bell joint location is here for you.

*This location now has Wi-Fi - props to this amenity!",Bennett W.,"
San Francisco, CA",5
"Unless I'm broke and starving I avoid these types of restaurants but this location in particular has some kick a$$ service. Hard working, respectful, individuals.  So if you are struck with little cash in SF. Hit up this location, they won't v treat you bad if you are broke.
","Elle S.

","Emeryville, CA",4
"
The bulk of my 2 star rating comes from the fact they get my order wrong EVERY TIME the manager is not on duty. There is always something missing, or something incorrect with the order without fail. When Jun or one of the other managers is on duty, my order is always correct.
I understand this is fast food, but that should also make the quality of the food pretty uniform. But I have had quality that varies greatly, sometimes the rice is hard & undercooked for example. Or the potato wedges are soggy and cold. Or the chips are broken into tiny pieces you can't really dip in the cheese sauce...
And while I love their new limeade drink (it's just Sierra Mist & a pump of lime syrup, but it's so tasty) but every time I have asked for it, the cashier doesn't know how to ring it, and they give me some drink, chips & salsa special which is not what I want. They need to call a manager to void it and help them find the right button. It's a bit annoying trying to decide if it's worth the hassle of ordering the drink I like or not.
Most of the staff are very nice and courteous so that's a plus. And the restaurant is usually clean and smells good. They have a small downstairs dining area (about 5 chairs only) but upstairs is very large and has a variety of booths, tables and bar-type seating. With a nice view of the corner of Geary & 6th. It's fun to people watch and see everyone getting on & off the bus below you.
","Venus S.
","San Francisco, CA",2
"
God help you if you have to eat here. Greasy greasy food. Orders are always missing something. The staff is clueless.
",Jose O.,"
San Rafael, CA",1
"
Don't get the hot wings. Absolutely terrible. But the taco bell side is much more satisfying. Soft tacos are the best.
",Pickle R.,"
San Francisco, CA",2
"
Sad I would do this after church but god wouldn't even want me to eat here again. So this place held a special place in my heart while eating here since I went to star of the sea elementary. Sad to say their glory days are long gone. Very very unkept dining area which turns into the hobo hang out every so often. Food fluctuates from crap to consumable. And no joke...a hair I found in a chicken was not that of a chicken but of a human however does not come from the head if you catch my drift. Fn gross. Staff for the most part is kool but someone tell the guy in the front with glasses to crack a smile. Losing at a game of Magic the Gathering can be stressful but you still have to greet people and have some personality =\
",Jas P.,"
San Francisco, CA",1
"
OK...I had this Fried Chicken Fix today and KFC/Taco Bell was right there.  I've been so good for so long not eating any fast food except on rare occasions of convenience.  That being said...ordered a 3-piece Original Recipe chicken meal with a Root Beer ;).  It actually hit the spot, but they forgot my coleslaw.  So I had to return back to that counter for that.  The downstairs area seemed too crammed as the lunch time crowd just filled up and made it difficult to maneuver through.  I also must say that this location can use a good spic-and-span in the eating areas.  The dining area upstairs (which is fairly large) was not well kept and very dirty!  Not sure if they are under-staffed or under-managed, but that's pretty unacceptable.  For me, a fast food joint like a KFC/Taco Bell would get about 3 stars, but I have to ding this one today.
",Alvin J.,"
San Francisco, CA",2
"
I am a longtime fan of TacoBell and have to have my fix every so often...I know every Taco Bell in every town I have ever lived. It is fast food so I do not have any over the top expectations, but this particular store is prompting me to write a review. I have been there twice, that's it for me. Dirty, unkempt, slow and although the young manager was over the top fantastic and very professional, he is this KFC's only asset! I have found their new Cinnabon dessert item to be delicious at other locations, but even ordering it on both visits it was terrible -- tasted like it had been sitting under the heatlamp for hours and hours. Ugh! Is anybody out there reading Yelp? Owner, wake up!
",Kimberly L.,"
San Francisco, CA",1
"
This is the WORST Taco Bell/KFC I've ever been to in the city, and I think I've been to almost all of them. Not only did they completely skimp on the fillings of my items (they gave about half the amount of meat & cheese that other Taco Bells do), but the restaurant was DISGUSTING and FILTHY. The outside of the front door was covered in who knows what, but I did NOT touch it with my bare hands. I should really have turned back at that point, but I claim temporary insanity.

More on the lack of cleanliness --the floors looked like they hadn't been mopped or swept or ANYTHING in about a month or longer. The bathroom smelled horrible and was dirty and gross. The dining room upstairs was ATROCIOUS... there was a huge pile of spilled soda just sitting on the floor, about 3 feet long by 1 foot wide. 90% of the tables hadn't been cleaned off, there was garbage on the floor, etc. I was completely appalled. If the rest of the restaurant looked like that, I don't want to even *think* about the health code violations going on in the kitchen.

I wrote to the corporate headquarters about this particular restaurant, and will definitely NOT be going back there.","        
Tiffany R.","
New York, NY",1
"
It's been a while since I paid a visit to my favorite Colonel. So for lunch I got the 2-piece crispy thigh and leg combo, with mashed potatoes and gravy, biscuit and a drink. Service here was pretty fast, impressive. I was in and out in less than three minutes! Free lot parking helped.
One thing I've learned, if you're gonna order fried chicken to go you have to let it breathe. Otherwise, you'll end up with steamed chicken skin no crunch!
As I devoured the fowl, the crunch factor was nice and crisp. The meat was tasty, oily yet tender and juicy. Now please excuse me. I need to unclog my arteries...
",Gary E.,"
Fairfield, CA",3
"
OMG!  The merger of KFC and Taco Bell was no doubt a stoner's dream come true!  What other one-stop shop can you name that has everything greasy, crunchy, fried, grilled, salty, sweet, and savory that a stoner could ever want?!  
I give this place 5 stars because the food never fails, and the service is super fast!  Plus, it's right next to where I live!
",James C.,"
Los Angeles, CA",5
"
Your stuff is too expensive, your workers suck and YOU HAVE A TIP JAR ON THE COUNTER.
Tip jars do NOT belong on the counters of fast food places.
.59/.79/.99 ???   HAHAHAHA those were good times.
","Josh L.
","Poway, CA",2
"
Oh Pizza Hut
Pizza Hut
Wherefore art thou Pizza Hut?
Deny thy Taco Bell and refuse thy name.
Or, if thou wilt not, be but sworn my love,
And I'll no longer be a KFC.
'Tis but thy name that is my enemy.
Thou art thyself, though not a KFC.
What's KFC?
It is nor tasty, nor crave-worthy,
Nor pepperoni-ed, nor cheesey, nor any other aspect
Belonging to a Pizza Hut.
O, be some other combination Taco Bell!
What's in a combination Taco Bell?
That which we call a good combination
By any other name would be a Pizza Hut.
",Zachariah Q.,"
San Francisco, CA",1
"
Hello All,

This is my first Yelp comment, as my co-workers urged me to write this.  Our office wanted to celebrate Thanksgiving before we all go on vacation, but no one wanted to make a turkey; hence, our Thanksgiving turkey purchase at KFC.  I must say, I was hesitant, and thought, ""what the heck let's do it"".  Deep fried turkey sounds pretty darn good.  Needless to say the turkey was freaking awesome!  Everyone in my office thoroughly enjoyed the turkey, and everyone said, it was the best turkey they have ever eaten.  Kudos to KFC for doing turkey the right way.  BTW- it only took them 45 min to cook and they called me when it was done.
Maelani-UCSF
","Maelani a.
","San Francisco, CA",5
"
Hubby and I are lazy m-fers and haven't cooked a meal in a long while. Hubby wanted to try the grilled chicken from KFC (KGC??). He drove over to this location at noon on a Sunday. The ever so helpful staff informed him, and the other five people in line, that if they wanted KGC, they'd have to wait 20-30 minutes. Really? Isn't this your new, hot, item?

On another note, a friend came to this KFC on a Saturday to get lunch for people that work for him and they were out of chicken. Awesome.

This place is a craphole and I won't eat here, no matter how lazy I get...and these days, I'm pretty lazy
",Kayla N.,"
Fort Collins, CO",1
"
""Oooooh I hate the Colonel, with his WEE beady eyes and that smug look on his face, like, oooooooh you're gonna buy my chicken.""

""Because he puts an addictive chemical in it that makes you crave it fortnightly, smart arse!""
",Andy R.,"
San Francisco, CA",1
"
I came, I ate, I conquered. I am the type that rarely eats fast food, let alone chain restaurants...so today on the way to an appointment when I passed this KFC, it was rather odd that I ad a hankerin' for it. I couldn't get it out of my head during the meeting, so I had to stop on my way back.
It's fast food, so we won't go much into ambience, service, etc... it was chicken, a 16 piece bucket of mixed breast, thighs and legs in both original recipe and extra-crispy with a large side of mashed potatoes and gravy, and cole-slaw. Okay, so it wasn't the best chicken in the world, Hell it wasn't even very tasty, But somehow I managed to finish that fucker off in 45 minutes.
I am now regretting that decision.
",Jason D.,"
San Francisco, CA",3
"
Service is really fast but the food was less of my expectations. I ordered the famous bowl and was disappointed cause it was flavorless. The place seems kind of dirty and there is an unpleasant smell all over the place.
",Kelly R.,"
Scranton, PA",2
"
Cheap.  Fast.  But not satisfying.  Sigh.  I used to savor this junk.  Now I believe I deserve better.
",David D.,"
Sedona, AZ",1
"
This review is not about the food.  I mean, it's Taco Bell/KFC.  They're all pretty much exactly the same, foodwise--the ingredients are all trucked in from the same faraway place.
But not all Taco Bell/KFCs are equal.  No, no, no.  This one has the distinction of being the most consistently filthy of all the TB/KFCs in the city.  And that's saying something, given that the others are not all that great.
The floor is DISGUSTING. Always. Upstairs and downstairs.  The walls are flecked with food bits.  The tables are always dirty.  Every single one of them.   I have never, ever seen anyone go upstairs and clean up the dining room.  Ever.  I am surprised I haven't seen rats and cockroaches crawling around.  (yet)
 I have tried eating in this place several times, but even when I concentrate on not looking around, unfocusing my eyes so I can only see my food, I still have to force myself to eat when I am there.  I am not particularly squeamish, but this place is just gross.  I cannot stand to go to this TB/KFC anymore.  Not even for takeout.  Somebody needs to figure this crap out.  Seriously.",Lorelei S.,"
San Francisco, CA",1
"
This is a combination KFC and Taco Bell. It does have parking, which makes it more convenient than the Burger King a block away.
Obviously, there is better Mexican food in the City than Taco Bell. There's better FAST Mexican food here too. You can find worse fried chicken here, but only at supermarkets.
",Timothy O.,"
San Diego, CA",2
"
I keep coming back, despite the fact that the bathrooms are filthy and they shut down once for ""mechanical problems"" and felt the need to board up all their windows with Chinese newspapers... what were they hiding??
T6, please. Fresco. Thanks.
",Carl W.,"
San Francisco, CA",2
"
Why?  Why?  Why do you keep calling to me?
Why do I keep coming back?
What is there to say?  I think they put special crack in their stuff that makes only me like this place.  
I tell my friends I don't like it.  All the lies and deception.  Relationships destroyed.  I've lost everyone.  Sometimes I think I need help.   Maybe I just need to be open.  Honesty is the first step to a cure.  I need a Taco Bell Anonymous.",Aron L.,"
San Francisco, CA",3
"
I've never been a huge fan of KFC, but I do like Taco Bell.  I like this location since it has a little parking lot, but it gets full quickly.  We came here Tuesday night due to pure laziness.  We got that huge KFC combo meal in a box which comes with so much food!  I got a nacho supreme from Taco Bell which was a little different from what I remember.  Since when does it come with guac?  Anywayz, due to the parking lot, I'm giving this location 3 stars instead of 2!
",Elena N.,"
San Francisco, CA",3
"
Can't beat KFC deals. 2 pieces of chicken, mash potato with gravy, corn and biscuit for $2.49
",Rico L.,"
Pittsburg, CA",3
"
Been here about 3-4 times.
Chicken was always not hot, Mashed potatoes sucks, just like every other KFC, biscuits sucks, just look at their shapes.
Only good thing about this KFC, it's 2 floors!!! Great to take kids to sight see, lol.
",Da X.,"
Philadelphia, PA",3
"I always had a good time here.
My brother and come here randomly to endulge in family size KFC deals.
Not bad food. I like how they have wet naps all ready for you to clean up right after you eat.
One time I went in there and the lady gave me free popcorn chicken because I was well mannered and she thought I was cute :).
Overall great experiences. Made my day...
Food coma or just compliments.
",Tony C.,"
San Francisco, CA",4
"
Sometimes all I want is a bunch of very very crispy, very very salty fried chicken wings.
I'm so ashamed.
",Fawn F.,"
San Francisco, CA",3
"
Pretty dirty looking t-bell. I came here on ocassion when I was poor and didnt feel like taking the bus somewhere to eat. I always get bean and cheese burrito with potato in it. At this location they always charged me for potatos and always had trouble figuring out how to put them in the burrito so they gave me the cheesey potato bits on the side. One time the lady asked me if i wanted kfc fries in my burrito. NO. POTATO BITS!!!
",AL S.,"
San Diego, CA",2
"
2 piece Tuesday's anyone?!
Don't eat in the restaurant. Always get it to go. It's duuuurty! Gotta love some fried chicken though!
",Timothy L.,"
San Francisco, CA",3
"
Yes it's fast food but this location is not fast.. The past four times I have been to this place they were out of original recipe and it will be a 20 minute wait while the stoner in the back decides to fry more chicken. Seriously how do you consistently run out of the most poplar product on the menu?  How hard is it to keep a fryer going! The staff here has no idea what they are doing!
If you are really wanting fried chicken go to the other location on Steiner or try Popeye's on Divis or in the Fillmore. You want to waste time go here. And yes I welcome the owner/managers comments.
",Hutton M.,"
San Francisco, CA",1
"Got some free chicken and had some wonderful meals thanks to many coupons that my girlfriends friend brought.
We also had a wonderful engagement celebration there for our friend who got engaged earlier this week. We all raised our chickens and toasted the happy couple and did the same with potato wedges, as well as biscuits and cornbread. What a glorious occasion! I think it will be tradition for us to come here and celebrate engagements as our friends get picked off one by one....NOW A TOAST TO KFC/TACO BELL!!!!
","David Y.
","
San Bruno, CA",4
"
In search of a lazy food to bring to our July 4th picnic, we landed upon the KFC near my house.  Methinks we can't go wrong, right?  Wrong!
So we arrive at the KFC and the cashier is chatty and seems nice.  He divulges to us that it's been surprisingly slow...we're sympathetic.  We order the 20-piece family meal.  Everything seems fine, until we sit down for our picnic and realize that they short-changed us!  No biscuits!  Okay, seems forgivable as an honest mistake.  Then we realize that they short-changed us on the chicken - we were short by 3-4 pieces!!!  What?!?!  Please tell me you can count, right?!?!  Ugh.  To top it off, the pieces we did get were past their prime in juiciness...  LAME-O.
",Fontane L.,"
Oakland, CA",1
"
I guess the only good thing about this place is it's easy to access.  That being said, it's overcrowded by school kids and random crazies getting off the bus.  It's not as bad as the Jack in the Box down the street as far as the clientele is concerned but really?  Who is?
Food is what you always expect: cheap with a packet of hot sauce.  Tasty.
",Ashley I.,"
San Francisco, CA",2
"
KFC is well...KFC
I always tell myself that its going to suck and I still buy it haha anyways I want to share a hilarious story with you guys.
You know how they ask you for your name at KFC after you initially order well my UCLA graduate friend had the audacity to say his name was ""The Franchise"".  When he did so the cashier just gave him the funniest look in the world.  I couldn't believe what I heard but alas I accepted the fact that this man just made a complete fool of himself.  Sorry ""Franchise"" but you've just been released
",Daniel J.,"
San Francisco, CA",2
"
This Taco Bell/KFC is pretty standard for the area. Their distinguishing factor is that they have a parking lot. Never expect too much from Taco Bells or KFCs.
",Krysta G.,"
San Francisco, CA",2
"
Yummy food service not that perfect sometimes forgot something but good food
",Riley S.,"
Inner Richmond, San Francisco, CA",4
"
I remember KFC at this location when it first opened thinking it was the coolest restaurant ever.  It had two floors!  I also had a friend who worked here, and after he got off, we'd get boxes of free chicken that we'd eat until we were sick of it and then microwaved the leftovers the next day.  Of course, I was a lot younger, and my tastes have since changed.  And I can safely say I will probably never eat here again.
",Tony L.,"
San Francisco, CA",2
"
Well, I'm a vegetarian so I can't eat most of the stuff here... but I live like a block away, and a large side of macaroni and cheese cures hangovers like magic!  If you see me in here on a Saturday morning wearing a hoodie and looking ill, you'll know what I'm there for :)
",Sarah S.,"
Felton, CA",2
"
i got food poisoning here the day before yesterday!
stay farrrrrr away!!! im never going back!
",Dennis C.,"
San Francisco, CA",1
"
who's talkin' smack about the kernel?
no fried chicken beats kfc. 'nuff said.
yeah, it's pretty nasty afterward, but good goin' down.
the 2nd floor dining room is depressingly quiet. get a window seat and watch the silly people waiting for the 38. haha. go eat at a korean restaurant nearby.
rating: 3 grease traps
",dave tastic fantasmo x.,"
San Francisco, CA",2
"
I normally order the meal but recently their mash potato is cold. Shouldn't it be warm at all times? Maybe I'm just asking too much for warm mash potato and gravy.
KFC makes the best chicken by the way. No other place can make chicken like they do.
",Robin T236532i9 W.,"
Daly City, CA",3
"
taco bell:
i only crave you when i'm drunk or pms-ing. luckily, when i'm pms-ing i have enough common sense to steer clear of the shit you serve. unluckily for you, i am usually only drunk past 10:00 p.m. when you are closed. i don't think this is gonna work.
best wishes,
lizzy.
",Lizzy L.,"
Camano, WA",1
"

Service inside was not not that bad. I was not empressed by the location appearance. Was kind of dirty and not fresh. I got some salad, mash potato and chicken to go and left. When I got to my location I noticed there was no salad , whaich was paid for. I will come back there just once more to get refund.
",Igor R.,"
Aventura, FL",2
"
I went to KFC today because they were giving away pieces of their new Kentucky Grilled Chicken.  I'd been itching to try it, but not enough to pay $5 for a whole meal so today was perfect!  I went in, bought the new Black Jack taco (tasty - definitely worth 89 cents if you have a cheap taco craving) and got my freebie grilled chicken thigh.  It's basically fried chicken without the batter.  The skin is crispy, fatty and delicious.  The chicken is chicken.  I like that they have a parking lot.  It's a good place to go if you have a craving for KFC or Taco Bell
",Neda B.,"
Oakland, CA",3
"
This is a very special KFC because they have 'Hot and Spicy' fried chicken instead of 'Extra Crispy'.  It's the absolute best heart-attack-inducing food you can possibly imagine.","        
Eric W.","San Francisco, CA",4
"
Today I try the Volcano Nachos and KFC damn those nachos were hella spicy I thought I needed the fire department to put out fire in my mouth. How much jalapenos can they put on a $3.99 nachos real good and spicy.

",Accord T.,"
San Francisco, CA",3
"
First to Review
fuck kfc.  and fuck taco bell too.  i want to give you no stars but yelp won't let me.  wtf?

",Laura B.,"
San Francisco, CA",1
"
If you're going to insist on calling your customers by their name, you would do well to get it right.  And with this place, even when I spell it out for them, they STILL can't get it right.  Sure, it's an uncommon Asian name, but it's less than 5 letters.  And they even had the gall to put down something pretty offensive once and laughing at it.",Yeh F.,"
San Francisco, CA",1
"
Lately I've been ordering quite a bit from KFC/Taco Bell due to pure convenience and only a 5 min drive from the house. This location has always provided excellent customer service and never disappointed me in food quality. The last few times I've been here I've always gotten my food super quick and if I used any of the pickup services: Doordash/Ubereats/Eat 24, the food was ready to go when I arrived.
I usually get the extra crispy 3 piece chicken and fries. The staff here go the extra mile in terms of sauces for my order. If I'm not getting KFC then the tacos and burritos are also on point. I've gotten a couple of taco boxes these last few days and they're great for lunch.
",Tim G.,"
San Francisco, CA",5
"

I still enjoy having Kentucky Fried Chicken once in a while. This place was my old neighborhood KFC. The KFC original fried chicken is my favorite. I like a good breast piece. I also enjoyed the fried chicken sandwich. The verdict is still out on which place has the best fried chicken sandwich. The debate continues..
","Juan V.
","San Francisco, CA",4
"
I normally don't stop for foods like this but this fast food Taco Bell/KFC is one of the best run fast food places I've seen in the US. This place is on par with ones I've been to internationally in Asia which is a pretty high praise. Whoever is the manager here is pretty competent, give him/her a medal!!!

I say that this is one of the better KFC huts liberally but its true. Place is cleaned regularly, the staff actually care about what they're doing, and stuff like paper straws upon requests are nice touches that make this place better than others.

The plus is they had Taco Bell as well. Golden State Warriors games were playing on the TVs. The place is bright inside, and even during the dinner rush we were in, everything was efficient af.

Overall, 5/5 for fast food.
","George L.


","Irvine, CA.",5
"Earlier this year they closed for a bit, remodeling the place so now it's roomier and brighter. That alone is worth regular visits when compared to the nearby KFCs that are smaller and seemed dated.

Located in the Outer Mission and near 280 is a plus. The sharing with Taco Bell is always a plus. There are two TVs and WarriorsTV or one of the CSNBA sports channels are always on.
","Peter L.
","San Francisco, CA",4
"The customer service was always satisfactory here! I've never encountered a rude employee here before, even if it was late at night or early in the morning. I looove the mashed potatoes from KFC as well as their chocolate cake! So good! They have a lot of seating here as well as a TV which most of the time shows sports. One thing that's a bit off is how unclean it may be at times? There was once where the trash was overfilled and no one did anything about it. Same with the tables, but that's on the customers. Otherwise, great KFC!!
","Sally C.
","
Excelsior, San Francisco, CA",4
"
I love this KFC out of all KFCs. All workers work hard, constantly cleaning and stocking drinks and sauces. Everyone's friendly and on their mark. Berto is huncho and he keeps this place very smooth running. All cHicken and tacos are consistently good. Nothing is ever dry or overcooked like other KFCs I've been to. There's a reason this place is always busy and it's because of the spectacular team they have working there. Keep up it fellas!!!
","Charles G.
","San Francisco, CA
",5
"
I'm a big KenTacoHut fan. When I found out KFC would come to my door, I had to try out the service. I was looking for on time delivery and wondering if the breading would stay crispy. My orders came a few minutes early. The food retained its separate temperatures; my cole saw didn't warm up in transit. The chicken was crispy   The one thing I suggest is to write in your order that you don't need plates and sporks. Defaulting to sending out a spork is fine, but there should be a checkbox if you don't need plates.
","Therese M.
","
San Francisco, CA",4
"
Very disappointed. Ordered 2 times for delivery and there was something wrong or missing from my order each time. Thought I would give them one more chance but no luck, they got my order wrong, Won't be ordering from this KFC again
","Toni S.
","
San Francisco, CA",1
"Ordered delivery on a binge through the Yelp app. Delivery took a really long time considering this is a fast food joint - over an hour. The Buffalo wings are the same original KFC recipe with buffalo sauce drizzled over them. The chicken and sides are KFC and is the same at any KFC as you might expect. Quality is KFC. So, if you like KFC, then you are golden. Aviento 3 estrellas.
",R S.,"
San Francisco, CA",3
"They're back in business and operating as of 7 Feb 2019. It's convenient that they have KFC and Taco Bell together. The location is right across from the bus stop which would take you to downtown (14, 14R, 14X, 49). Good location, pretty common fast food restaurant. You know what to expect
","Jayson S.
","
San Francisco, CA",3
"
I went to this KFC once before they closed for remodeling.  I ordered two Burritos Supremes.  I thought my order was a relatively simple one.  I got home  and opened the bag to find only one Burrito Supreme and one regular burrito.  I called the restaurant immediately and spoke to the manager, telling her about the mistake.  She told me to bring the receipt back for a refund or a Burrito Supreme.  She also told me to go ahead and eat the regular burrito.

I put the regular burrito in the freezer and brought it back to KFC the next week.  I showed the manager the receipt clearly showing I ordered and paid for two Burritos Supremes.  She apologized and offered me tacos or an extra Burrito Supreme to make up for the inconvenience of returning to the restaurant.  I said no and that I only wanted what I paid for.

She went to the back and came back after a few minutes.  She handed me a bag and told me she included a taco salad to make amends.  I told her that I only wanted the Burrito Supreme but she was insistent that I take the taco salad as well.  She apologized again for their mistake and told me to come back.
",Larry J.,"
San Francisco, CA",2
"Just a lil pissed. Ordered a 16piece meal original recipe. Came home and was given half original half spicy. Bastards!
",EmmettsGuRL C.,"
Daly City, CA",1
"I have lived in SF my whole life and the KFCs in SF have Taco Bell. Lol I thought this was like that everywhere and I was sorely mistaken when I moved to Concord haha.

Anyways I've been to pretty much all the KFCs in SF and this is by far my favorite. It's always clean first of all, and yes sometimes there are homeless but they're hella respectful.

I think the reason this place is so good is the management (I think the managers name is Rosa). She's got her shit down. All the staff are SUPER friendly and accommodating. I ask for the toppings of my nachos supreme on the side and they give me what I want with NO attitude whatsoever (lol I'm always good high maintenance).

Food is always hot, crispy, and delish lol. Not all fast food places are the same!!! They also have two flat screen TVs, and a whole parking lot.

By far my favorite KFC in San Francisco!

Very clean!!!

I asked for my nacho supreme toppings on the side and this is what they did for me. They're amazing!
","Jewel S.
","
San Francisco, CA",5
"Whenever i come here, i usually get the tacos  since its also a taco bell....and sometime their hot wings. Came here last week to buy some food for the family for dinner since we were too busy to cook something. Of course we got the 12 tacos supreme since it includes tomatoes and sour cream. $17.99 for the 12 supreme tacos. Quite expensive for that amount of taco, its still good even though the shells arent always crunchy. I always enough their tacos.

But my brother and i decided to also get the fried chicken meal instead of the hot wings since it has been so many years, maybe over a decade, since we had their fried chickens and their side dishes meal. We had the 20 pieces of fried chicken, 4 biscuits, 1 coleslaw, 2 mash potatoes , and 1 gravy for $20 before tax...decent price. The skin of chicken were more on the soggy side. It doesnt taste crispy enough but still good. Their coleslaw are always good like how i remember from the last time i had it. Biscuit can be more on bland side it doesnt have the buttery flavor like how popeyes does it so that is why they give you packs of butter. Mash potatoes and gravy are average

Service is so-so.
","Julie N.

","San Francisco, CA",3
"I came here at 645pm and they close at 7pm. I came to order a famous bowl and the guy on register was arguing with one of the Asian girls about who to make mash potatoes. learn to keep composure when customers are simply just ordering food.
Since the girl got upset I went ahead and ordered Taco Bell. She went ahead and made the famous bowl but got upset because I ended up not ordering it. There was no need for that unnecessary attitude.

LEARN TO CHILL it's not the end of the world.
",Kaycee-zhanel C.,"
Excelsior, San Francisco, CA",1
"
I barely go to this location because I usually frequent the one on Ocean ave. But this evening I decided to come here since I went grocery shopping next door to Manila Oriental.
Tonight I ordered my usual 2 chicken thighs, mild and original. Something I should always do before leaving the restaurant is check my bag. I made that mistake today and as soon as I got home I was welcomed with a spicy and crispy chicken thigh and leg. Usually I would be driving back there have my food replaced and complain but I was too tired. But it wouldn't have made a difference. I noticed most of the staff were bunch of kids who probably are too lazy or even care to even take their job seriously.
Don't come to this location... you been warned! You will be disappointed!
",Michael L.,"
San Francisco, CA",1
"
Love the food came on time ... and exactly how I wanted
","David N.
","San Francisco, CA
",5
